alpha3,name,country_code,year,fb,pop,fb_share,refugee,disp,imm,disp_share
NER,Niger,562,2005,124461,13624467,0.9135109652362914,301,302041,124461,0.02216901402454863
NER,Niger,562,2010,126464,16464025.000000002,0.7681232262463158,314,335884,126464,0.02040108661156673
NER,Niger,562,2015,252998,20001663,1.2648848248268156,124827,375475,252998,0.018772189092476962
NER,Niger,562,2019,294161,23310715,1.2619132446173358,165990,392266,294161,0.0168277120628861
NGA,Nigeria,566,1990,456621,95212450,0.47958118922472853,3571,446806,456621,0.0046927266339643605
NGA,Nigeria,566,1995,462999,107948335,0.4289079586081619,8118,524591,462999,0.004859648831082017
NGA,Nigeria,566,2000,487882,122283850,0.39897500773814365,7270,610200,487882,0.004990029345657665
NGA,Nigeria,566,2005,969294,138865016,0.6980116575941632,9019,810687,969294,0.0058379498548432095
NGA,Nigeria,566,2010,988679,158503197,0.6237596582988797,8747,987165,988679,0.0062280447251798965
NGA,Nigeria,566,2015,1199115,181137448,0.6619917710224117,1781,1288510,1199115,0.0071134379678353425
NGA,Nigeria,566,2019,1256408,200963599,0.6251918288943462,10535,1473047,1256408,0.007329919484572925
SHN,Saint Helena,654,1990,178,6647,2.677899804423048,0,884,178,0.1329923273657289
SHN,Saint Helena,654,1995,117,6247,1.8728989915159278,0,2371,117,0.3795421802465183
SHN,Saint Helena,654,2000,108,6049,1.7854190775334764,0,4043,108,0.668374938006282
SHN,Saint Helena,654,2005,163,5364,3.0387770320656227,0,3766,163,0.7020879940343028
SHN,Saint Helena,654,2010,248,5183,4.784873625313525,0,4269,248,0.8236542542928805
SHN,Saint Helena,654,2015,377,5865,6.427962489343564,0,5629,377,0.9597612958226769
SHN,Saint Helena,654,2019,433,6059,7.146393794355504,0,6596,433,1.0886284865489355
SEN,Senegal,686,1990,270410,7526307,3.592864335722686,58113,370263,270410,0.04919584066926847
SEN,Senegal,686,1995,287654,8690164,3.3101101429155997,66769,359074,287654,0.04131958844505121
SEN,Senegal,686,2000,231901,9797734,2.366884016242939,22715,394614,231901,0.040276047502412295
SEN,Senegal,686,2005,238298,11090116,2.1487421772684794,23341,472787,238298,0.04263138455900732
SEN,Senegal,686,2010,256092,12678148,2.0199480239542877,22849,559557,256092,0.04413554724238903
SEN,Senegal,686,2015,266496,14578459,1.8280121376340255,17511,592226,266496,0.04062336080925975
SEN,Senegal,686,2019,275239,16296364,1.6889595740497696,17989,650482,275239,0.039915775077189
SLE,Sierra Leone,694,1990,222148,4319762,5.142598133878673,125830,61854,222148,0.014318844417817464
SLE,Sierra Leone,694,1995,98516,4303957,2.288963388807091,4675,457828,98516,0.10637373932871541
SLE,Sierra Leone,694,2000,97974,4584571,2.1370374676278328,6546,509099,97974,0.11104615895358584
SLE,Sierra Leone,694,2005,146050,5645624,2.5869593865974783,59965,147931,146050,0.026202772271054536
SLE,Sierra Leone,694,2010,79055,6415634,1.2322242821208316,8363,126868,79055,0.019774818825388108
SLE,Sierra Leone,694,2015,58813,7171914,0.8200460853267343,760,141756,58813,0.019765435001033196
SLE,Sierra Leone,694,2019,54332,7813215,0.6953859582770985,678,154977,54332,0.01983524067877308
TGO,Togo,768,1990,84844,3774312,2.247932868294937,3477,193830,84844,0.05135505490802032
TGO,Togo,768,1995,101583,4226291,2.4035969127539962,10876,309627,101583,0.07326211091474771
TGO,Togo,768,2000,137968,4924402,2.801720899309195,12223,267183,137968,0.0542569432796104
TGO,Togo,768,2005,203799,5611640,3.6317190696480885,9287,385788,203799,0.06874781703744359
TGO,Togo,768,2010,255413,6421679,3.977355454858457,14051,417150,255413,0.06495964684625313
TGO,Togo,768,2015,277384,7323158,3.7877647867217936,22705,495971,277384,0.06772638252513465
TGO,Togo,768,2019,279142,8082366,3.4537163993810722,13807,530849,279142,0.06567990115765607
NA,NORTHERN AFRICA AND WESTERN ASIA,1833,1990,17608769,288060458,6.11287266647337,3769356,NA,17608769,NA
NA,NORTHERN AFRICA AND WESTERN ASIA,1833,1995,18912064,323178114,5.851901221256585,4649756,NA,18912064,NA
NA,NORTHERN AFRICA AND WESTERN ASIA,1833,2000,20321397,355881660.99999994,5.7101557138118455,4913157,NA,20321397,NA
NA,NORTHERN AFRICA AND WESTERN ASIA,1833,2005,23281297,391985587,5.939324753795093,5495969,NA,23281297,NA
NA,NORTHERN AFRICA AND WESTERN ASIA,1833,2010,32562553,435366743,7.479338631981818,6945517,NA,32562553,NA
NA,NORTHERN AFRICA AND WESTERN ASIA,1833,2015,42052792,481520014.00000006,8.733342494046363,11105589,NA,42052792,NA
NA,NORTHERN AFRICA AND WESTERN ASIA,1833,2019,48591390,517105581,9.3968024684692,13116213,NA,48591390,NA
NA,Northern Africa,912,1990,2403325,139744811,1.7197955207081002,1202485,NA,2403325,NA
NA,Northern Africa,912,1995,2081640,156510646,1.3300309296531814,876194,NA,2081640,NA
NA,Northern Africa,912,2000,1900448,171322849.00000003,1.109278774601746,617699,NA,1900448,NA
NA,Northern Africa,912,2005,1747369,186421270.00000003,0.9373227636524522,358231,NA,1747369,NA
NA,Northern Africa,912,2010,1948262,202940273,0.9600174333065967,396684,NA,1948262,NA
NA,Northern Africa,912,2015,2138918,223861604.99999997,0.9554644263360839,716678,NA,2138918,NA
NA,Northern Africa,912,2019,2955849,241780768,1.2225327202203278,1367004,NA,2955849,NA
DZA,Algeria,12,1990,273954,25758869,1.063532719546033,169107,921727,273954,0.03578289869792032
DZA,Algeria,12,1995,262032,28757785,0.9111689234758519,192489,979704,262032,0.034067436000373465
DZA,Algeria,12,2000,250110,31042235,0.8057087384332989,167453,1038048,250110,0.03343986024202188
DZA,Algeria,12,2005,197422,33149724.000000004,0.595546436525384,94101,1599882,197422,0.04826230227437187
DZA,Algeria,12,2010,216964,35977455,0.6030554412478593,94144,1656453,216964,0.046041416770585916
DZA,Algeria,12,2015,239473,39728025,0.6027810342950599,100775,1838908,239473,0.04628742556419555
DZA,Algeria,12,2019,249075,43053054,0.5785303871822891,100567,1945035,249075,0.04517763130113836
EGY,Egypt,818,1990,173833,56134475,0.30967244282591044,1991,1322178,173833,0.02355376085729848
EGY,Egypt,818,1995,166955,62334034,0.26783923530442455,5407,1492244,166955,0.023939474220455555
EGY,Egypt,818,2000,184774,68831561,0.26844371581228554,18019,1708513,184774,0.02482165121898078
EGY,Egypt,818,2005,285006,75523569,0.3773735851916638,99951,1901661,285006,0.02517970251114589
EGY,Egypt,818,2010,310017,82761235,0.37459204179347977,109359,2611870,310017,0.03155909889454888
EGY,Egypt,818,2015,353641,92442547,0.3825522029374634,250671,3187827,353641,0.03448441332971927
EGY,Egypt,818,2019,504053,100388073,0.5021044681274038,289150,3547877,504053,0.03534161871998479
LBY,Libya,434,1990,457075,4436661,10.302229537032467,0,76256,457075,0.017187700390000497
LBY,Libya,434,1995,508041,4948798,10.265947407835196,3973,77417,508041,0.015643596687518867
LBY,Libya,434,2000,567436,5357891,10.590659645744939,11543,80036,567436,0.01493796719642113
LBY,Libya,434,2005,625212,5798614,10.782093789998784,12166,101106,625212,0.017436235624582012
LBY,Libya,434,2010,683998,6197663,11.036385811877802,7923,128104,683998,0.020669726637282473
LBY,Libya,434,2015,771146,6418315,12.014773347833506,36784,158598,771146,0.024710223789265563
LBY,Libya,434,2019,818216,6777452,12.072619621651322,44982,180611,818216,0.026648805480289642
MAR,Morocco,504,1990,54895,24807462,0.22128422488362576,307,1748251,54895,0.07047278758302643
MAR,Morocco,504,1995,50360,26994250,0.18655824851588765,55,1884066,50360,0.06979508599053502
MAR,Morocco,504,2000,53034,28793679,0.184186258379834,2105,2077160,53034,0.07213944421621148
MAR,Morocco,504,2005,54379,30455561,0.17855195640625368,219,2473209,54379,0.08120713980609322
MAR,Morocco,504,2010,70909,32343389,0.21923800254821782,792,2863810,70909,0.08854390614415823
MAR,Morocco,504,2015,92424,34663603,0.2666312558449276,5473,2985057,92424,0.08611502387677357
MAR,Morocco,504,2019,98574,36471769,0.2702747980225472,6779,3136340,98574,0.08599363524154806
SDN,Sudan,729,1990,1402896,20147590,5.471467807229215,1031050,584940,1402896,0.029032752800707183
SDN,Sudan,729,1995,1053396,24094747,3.60593615887266,674071,775379,1053396,0.03218041675224895
SDN,Sudan,729,2000,805086,27275015,2.4050790560633946,418131,885664,805086,0.032471622838704216
SDN,Sudan,729,2005,546419,30949516,1.4198067799548548,151681,1220379,546419,0.039431278989952544
SDN,Sudan,729,2010,618709,34545013,1.7910226289392337,184354,1234913,618709,0.035747938494045436
SDN,Sudan,729,2015,620523,38902950,1.5950538455309946,322220,1848408,620523,0.04751331197248538
SDN,Sudan,729,2019,1223092,42813238,2.856807980746516,924789,2040783,1223092,0.047667102404167605
TUN,Tunisia,788,1990,37984,8242495.999999999,0.46083128217471997,30,465576,37984,0.05648483177911157
TUN,Tunisia,788,1995,37867,9125398,0.4149627227217925,199,476954,37867,0.052266651821652056
TUN,Tunisia,788,2000,36719,9708350,0.3782208099213563,448,486980,36719,0.05016094392970999
TUN,Tunisia,788,2005,35040,10106771,0.3466982679235534,113,579219,35040,0.057309995447606364
TUN,Tunisia,788,2010,43172,10635244,0.4059333288451116,112,616386,43172,0.057956921345669175
TUN,Tunisia,788,2015,56532,11179949,0.5056552583558297,755,777007,56532,0.06950004870326332
TUN,Tunisia,788,2019,57455,11694719,0.49129012847593867,737,831634,57455,0.07111192667391153
ESH,Western Sahara,732,1990,2688,217258,1.23723867475536,0,168239,2688,0.7743742462878237
ESH,Western Sahara,732,1995,2989,255634,1.1692497868045721,0,167148,2989,0.6538566857303801
ESH,Western Sahara,732,2000,3289,314118,1.0470587486231289,0,166064,3289,0.528667570785501
ESH,Western Sahara,732,2005,3891,437515,0.889340936882164,0,131091,3891,0.29962629852690764
ESH,Western Sahara,732,2010,4493,480274,0.9355076477177612,0,143996,4493,0.29982051912033547
ESH,Western Sahara,732,2015,5179,526216,0.9841966036760569,0,188053,5179,0.35736845705945847
ESH,Western Sahara,732,2019,5384,582463,0.9243505596063614,0,195572,5384,0.33576725045196004
NA,Western Asia,922,1990,15205444,148315647,10.252083517526644,2566871,NA,15205444,NA
NA,Western Asia,922,1995,16830424,166667468,10.098205847826284,3773562,NA,16830424,NA
NA,Western Asia,922,2000,18420949,184558811.99999997,9.981072591646289,4295458,NA,18420949,NA
NA,Western Asia,922,2005,21533928,205564316.99999997,10.475518472401026,5137738,NA,21533928,NA
NA,Western Asia,922,2010,30614291,232426470,13.171602614796843,6548833,NA,30614291,NA
NA,Western Asia,922,2015,39913874,257658409,15.491003827474538,10388911,NA,39913874,NA
NA,Western Asia,922,2019,45635541,275324813,16.575164622013197,11749209,NA,45635541,NA
ARM,Armenia,51,1990,658789,3538171,18.619478821119728,NA,899649,658789,0.25426950817244276
ARM,Armenia,51,1995,693999,3217348,21.57052951685674,218950,901872,693999,0.28031534046052836
ARM,Armenia,51,2000,657900,3069591,21.432822809292837,280591,876470,657900,0.2855331540912128
ARM,Armenia,51,2005,469119,2981269,15.735547513491738,219550,898086,469119,0.30124286000357564
ARM,Armenia,51,2010,211147,2877319,7.338324322051188,3319,917350,211147,0.31882109700036737
ARM,Armenia,51,2015,191199,2925553,6.535482351541743,19385,946993,191199,0.3236970924813189
ARM,Armenia,51,2019,190159,2957731,6.429218884340732,18022,964864,190159,0.32621763101512613
AZE,Azerbaijan,31,1990,360600,7242761,4.978764313774816,NA,1634081,360600,0.22561575620126081
AZE,Azerbaijan,31,1995,344070,7775424,4.425096303429884,233682,1712211,344070,0.2202080555349779
AZE,Azerbaijan,31,2000,327540,8122741,4.032382664915698,54663,1628482,327540,0.20048429464881373
AZE,Azerbaijan,31,2005,302220,8538605,3.5394540443081746,3505,1446116,302220,0.16936209134864535
AZE,Azerbaijan,31,2010,276901,9032461,3.0656207649277425,1908,1164567,276901,0.128931306761247
AZE,Azerbaijan,31,2015,264241,9622745,2.746004388560644,1380,1137822,264241,0.1182429753672159
AZE,Azerbaijan,31,2019,253887,10047718,2.5268125558460137,1244,1155867,253887,0.11503776280345447
BHR,Bahrain,48,1990,173212,495931,34.926632938856415,1780,12820,173212,0.025850370313612175
BHR,Bahrain,48,1995,205979,563697,36.540730214991385,891,26016,205979,0.04615245424403536
BHR,Bahrain,48,2000,239361,664611,36.01520287807454,1,47738,239361,0.07182848312772434
BHR,Bahrain,48,2005,404018,889164,45.437961950776234,83,52557,404018,0.0591083309715643
BHR,Bahrain,48,2010,657856,1240860,53.01613397160035,165,53125,657856,0.04281304901439324
BHR,Bahrain,48,2015,704137,1371851,51.32751297334769,360,57939,704137,0.04223417849314539
BHR,Bahrain,48,2019,741161,1641172,45.16047068802051,356,60163,741161,0.03665855863980131
CYP,Cyprus,196,1990,43805,766615,5.7140807315275595,17,174378,43805,0.22746489437331646
CYP,Cyprus,196,1995,61941,855383,7.241317631984737,57,163285,61941,0.19089109790585035
CYP,Cyprus,196,2000,80076,943290,8.489011862735744,97,153573,80076,0.16280571192316254
CYP,Cyprus,196,2005,117165,1027662,11.40112215884211,701,154243,117165,0.15009117783862788
CYP,Cyprus,196,2010,191866,1112612,17.244645932274683,3394,163956,191866,0.1473613442961248
CYP,Cyprus,196,2015,192020,1160985,16.539404040534546,15327,192426,192020,0.16574374345921783
CYP,Cyprus,196,2019,191922,1198575,16.01251486139791,16165,214664,191922,0.17909934714139708
GEO,Georgia,268,1990,304470,5410399,5.627496234566064,NA,919454,304470,0.16994199503585594
GEO,Georgia,268,1995,152235,4976260,3.059225201255561,3200,953289,152235,0.1915673618339878
GEO,Georgia,268,2000,76117,4362187,1.7449274870609628,6400,967024,76117,0.22168329785036725
GEO,Georgia,268,2005,72311,4210168,1.717532412008262,3520,888613,72311,0.21106354900802057
GEO,Georgia,268,2010,73034,4099099,1.7817086145028456,639,813454,73034,0.19844702457784016
GEO,Georgia,268,2015,76685,4024183,1.905604193447465,2712,841744,76685,0.20917140199638037
GEO,Georgia,268,2019,79035,3996765,1.9774742823258311,2569,852826,79035,0.21337907032312384
IRQ,Iraq,368,1990,83638,17419113,0.48015074016685,900,1506702,83638,0.08649705642302223
IRQ,Iraq,368,1995,199460,20149338,0.9899084525754643,116722,1328725,199460,0.06594385383777869
IRQ,Iraq,368,2000,210525,23497585,0.8959431362840053,127787,1164056,210525,0.04953938883506539
IRQ,Iraq,368,2005,132915,26922284,0.4936988258499911,50177,1446429,132915,0.053726088024329585
IRQ,Iraq,368,2010,117389,29741976,0.3946913278391456,34651,2627057,117389,0.08832826036844357
IRQ,Iraq,368,2015,359381,35572261,1.010284389850845,285150,1743843,359381,0.04902255158872246
IRQ,Iraq,368,2019,368062,39309783,0.9363114520372701,290673,2033789,368062,0.05173747715676782
ISR,Israel,376,1990,1632704,4448353,36.70356197001452,0,281597,1632704,0.06330365418391931
ISR,Israel,376,1995,1792185,5271367,33.99848654058805,1051,291849,1792185,0.05536495561777429
ISR,Israel,376,2000,1851309,5945950,31.135630134797633,2102,304861,1851309,0.051272042314516604
ISR,Israel,376,2005,1889503,6529479,28.938036250671757,1548,319756,1889503,0.048971135369299756
ISR,Israel,376,2010,1950615,7346446,26.55181838946342,25471,336473,1950615,0.04580078584937533
ISR,Israel,376,2015,2011727,7978490,25.214382671407748,44623,339165,2011727,0.042509923556963786
ISR,Israel,376,2019,1956346,8519377,22.963486649317197,55208,370040,1956346,0.04343510094693544
JOR,Jordan,400,1990,1146349,3565890,32.14762653923705,929482,313997,1146349,0.08805571680562216
JOR,Jordan,400,1995,1537097,4588843,33.49639549664262,1250358,339346,1537097,0.073950231027734
JOR,Jordan,400,2000,1927845,5122493,37.63489769532139,1571234,368562,1927845,0.0719497322885556
JOR,Jordan,400,2005,2325414,5765635,40.332313786772836,1972086,434172,2325414,0.07530341410789965
JOR,Jordan,400,2010,2722983,7261539,37.49870378717239,2372937,597431,2722983,0.08227333076363014
JOR,Jordan,400,2015,3112026,9266575,33.58334659785304,2751479,705401,3112026,0.07612316308884351
JOR,Jordan,400,2019,3346703,10101694,33.130116592326004,2928724,784428,3346703,0.0776531144182352
KWT,Kuwait,414,1990,1074391,2095344,51.27516054643056,30000,81611,1074391,0.038948735863896335
KWT,Kuwait,414,1995,921954,1605901,57.410388311608244,3306,97039,921954,0.06042651446135223
KWT,Kuwait,414,2000,1127640,2045123,55.13800392445834,2776,113446,1127640,0.055471480199479443
KWT,Kuwait,414,2005,1333327,2270198,58.73174938926032,1523,126406,1333327,0.055680605832619
KWT,Kuwait,414,2010,1871537,2991884,62.55379553485362,184,170724,1871537,0.057062372739050043
KWT,Kuwait,414,2015,2866136,3835591,74.72475558525402,1641,188716,2866136,0.049201283452797756
KWT,Kuwait,414,2019,3034845,4207083,72.13656112798346,1695,205441,3034845,0.048832171839728385
LBN,Lebanon,422,1990,523693,2803044,18.68301032734413,305499,509323,523693,0.1817035337297595
LBN,Lebanon,422,1995,608303,3528380,17.24029157857147,342697,533444,608303,0.15118666356798305
LBN,Lebanon,422,2000,692913,3842778,18.03156466493771,379894,561102,692913,0.14601468000493392
LBN,Lebanon,422,2005,756784,4698763,16.106026203066637,421239,613614,756784,0.13059054053162503
LBN,Lebanon,422,2010,820655,4953061,16.568643107767095,462584,704562,820655,0.14224779383900177
LBN,Lebanon,422,2015,1973204,6532678,30.20513180046529,1592607,769573,1973204,0.11780360213682659
LBN,Lebanon,422,2019,1863873,6855713,27.187150337244283,1558615,844503,1863873,0.12318237359119322
OMN,Oman,512,1990,304000,1812161,16.775551399682477,0,12535,304000,0.006917155815625653
OMN,Oman,512,1995,539643,2204277,24.48163275305236,0,13862,539643,0.006288683318838785
OMN,Oman,512,2000,623608,2267973,27.496270899168554,0,15628,623608,0.006890734589873865
OMN,Oman,512,2005,666160,2511251,26.527017809052136,7,18067,666160,0.007194422222231071
OMN,Oman,512,2010,816221,3041434,26.83671583864716,78,20092,816221,0.006606094362067367
OMN,Oman,512,2015,1856226,4267348,43.498350732117466,435,20727,1856226,0.004857115004447727
OMN,Oman,512,2019,2286226,4974986,45.954420776259475,701,22461,2286226,0.004514786574273777
QAT,Qatar,634,1990,309753,476278,65.03617635078672,0,12204,309753,0.025623690365710782
QAT,Qatar,634,1995,361673,513442,70.44086771241932,0,13329,361673,0.025960088968179463
QAT,Qatar,634,2000,359697,592468,60.71163337091624,35,14706,359697,0.02482159374008385
QAT,Qatar,634,2005,646026,865416,74.6491860561857,74,17777,646026,0.02054156613697921
QAT,Qatar,634,2010,1456413,1856327,78.45670509560009,67,21622,1456413,0.01164773232302283
QAT,Qatar,634,2015,1687640,2565710,65.7767245713662,238,24714,1687640,0.009632421435002397
QAT,Qatar,634,2019,2229688,2832067,78.73005829311242,272,26312,2229688,0.009290740649850445
SAU,Saudi Arabia,682,1990,4998445,16233785,30.79038560631424,33261,107166,4998445,0.006601417968760828
SAU,Saudi Arabia,682,1995,5122702,18638787,27.484095397409714,13169,131016,5122702,0.007029212791583486
SAU,Saudi Arabia,682,2000,5263387,20663843,25.471481756805836,5480,153703,5263387,0.007438258217505814
SAU,Saudi Arabia,682,2005,6501819,23816183,27.300004370977497,240913,177327,6501819,0.007445651555499049
SAU,Saudi Arabia,682,2010,8429956,27421461,30.74218401419239,669,203703,8429956,0.007428597622861889
SAU,Saudi Arabia,682,2015,10771366,31717667,33.960145933810324,157,274332,10771366,0.00864918595683598
SAU,Saudi Arabia,682,2019,13122338,34268528,38.292680677734396,210,303904,13122338,0.008868312055889883
PSE,State of Palestine,275,1990,288332,2101446,13.720647592181766,910637,1813063,288332,0.8627692550748389
PSE,State of Palestine,275,1995,281767,2618668,10.759935967446044,1159134,2275128,281767,0.8688111665930923
PSE,State of Palestine,275,2000,275202,3224003,8.536034240662927,1407631,2768020,275202,0.8585661986046539
PSE,State of Palestine,275,2005,266617,3577961,7.451646342707481,1681550,3049106,266617,0.8521909545688172
PSE,State of Palestine,275,2010,258032,4055631,6.362314520231254,1955469,3343320,258032,0.8243649385262121
PSE,State of Palestine,275,2015,255507,4529166,5.6413697356202,2051096,3666740,255507,0.8095839278136416
PSE,State of Palestine,275,2019,253735,4981420,5.093627921355758,2214783,3854370,253735,0.7737492522212542
SYR,Syrian Arab Republic,760,1990,714140,12446171,5.737828927466929,282794,621881,714140,0.04996564806959506
SYR,Syrian Arab Republic,760,1995,830610,14345492,5.790041917000825,363644,662477,830610,0.04618015192507863
SYR,Syrian Arab Republic,760,2000,834916,16410848.000000002,5.08758596752587,390811,707872,834916,0.04313439500506006
SYR,Syrian Arab Republic,760,2005,878308,18361176,4.783506241648139,455945,863712,878308,0.047040124227337075
SYR,Syrian Arab Republic,760,2010,1787561,21362529,8.367740542329985,1483993,1084203,1787561,0.05075255836984469
SYR,Syrian Arab Republic,760,2015,871174,17997408,4.840552595129255,590438,6273045,871174,0.3485526915875886
SYR,Syrian Arab Republic,760,2019,867848,17070135,5.084013688233866,589358,8274868,867848,0.4847570332630644
TUR,Turkey,792,1990,1163686,53921760,2.158100922521817,30534,2640033,1163686,0.04896043823495375
TUR,Turkey,792,1995,1216173,58486456,2.079409632890049,12841,2771722,1216173,0.04739083523884573
TUR,Turkey,792,2000,1280963,63240194,2.025551977275718,3103,2891893,1280963,0.04572871803650697
TUR,Turkey,792,2005,1319236,67903469,1.9428109041085957,2399,2749962,1319236,0.040498107688725006
TUR,Turkey,792,2010,1367034,72326988,1.8900745597203634,10032,2723385,1367034,0.037653786993037786
TUR,Turkey,792,2015,4346197,78529409,5.534483266008025,2753760,3161361,4346197,0.04025703287796296
TUR,Turkey,792,2019,5876829,83429615,7.044056238303389,3787207,3452507,5876829,0.04138227175086449
ARE,United Arab Emirates,784,1990,1306574,1828432,71.45871435196933,433,79545,1306574,0.043504489092293284
ARE,United Arab Emirates,784,1995,1824118,2415090,75.53002165550765,407,97971,1824118,0.0405661900798728
ARE,United Arab Emirates,784,2000,2447010,3134062,78.0779065634311,897,111123,2447010,0.03545654170211055
ARE,United Arab Emirates,784,2005,3281115,4588225,71.51164121201553,183,105072,3281115,0.02290035907131843
ARE,United Arab Emirates,784,2010,7316697,8549988,85.57552361476999,624,121176,7316697,0.014172651470388029
ARE,United Arab Emirates,784,2015,7995126,9262900,86.31342236232715,1084,144851,7995126,0.015637759233069558
ARE,United Arab Emirates,784,2019,8587256,9770529,87.88936607219526,2751,162747,8587256,0.016656928197030067
YEM,Yemen,887,1990,118863,11709993,1.0150561148926391,41534,455492,118863,0.0388977175306595
YEM,Yemen,887,1995,136515,14913315,0.9153900390355867,53453,486249,136515,0.0326050244362169
YEM,Yemen,887,2000,144940,17409072,0.8325544290930613,61956,529396,144940,0.03040920274211055
YEM,Yemen,887,2005,171871,20107409,0.8547645298307703,82735,630990,171871,0.03138097006929137
YEM,Yemen,887,2010,288394,23154855,1.2455012134604169,192649,877385,288394,0.03789205330804274
YEM,Yemen,887,2015,379882,26497889,1.4336311847332444,277039,1094443,379882,0.041303026063698886
YEM,Yemen,887,2019,385628,29161922,1.3223682581689917,280656,1248711,385628,0.04281991427039686
NA,CENTRAL AND SOUTHERN ASIA,921,1990,26168623,1239984314,2.110399519134562,7011227,NA,26168623,NA
NA,CENTRAL AND SOUTHERN ASIA,921,1995,21247814,1376199555.9999998,1.5439486161264246,3712870,NA,21247814,NA
NA,CENTRAL AND SOUTHERN ASIA,921,2000,20467161,1511915329.0000005,1.3537240219356224,4277031,NA,20467161,NA
NA,CENTRAL AND SOUTHERN ASIA,921,2005,18958191,1647073809.0000002,1.1510225526268445,2518831,NA,18958191,NA
NA,CENTRAL AND SOUTHERN ASIA,921,2010,19576330,1775360541.0000002,1.1026678552274976,3499008,NA,19576330,NA
NA,CENTRAL AND SOUTHERN ASIA,921,2015,19443802,1896327319.0000002,1.0253399719123066,3435870,NA,19443802,NA
NA,CENTRAL AND SOUTHERN ASIA,921,2019,19627025,1991423480.9999998,0.9855776627753844,3619513,NA,19627025,NA
NA,Central Asia,5500,1990,6630683,50122901.00000001,13.228849224030347,3000,NA,6630683,NA
NA,Central Asia,5500,1995,5904795,53169136,11.105681687210415,55538,NA,5904795,NA
NA,Central Asia,5500,2000,5189082,55345860,9.375736504952673,101526,NA,5189082,NA
NA,Central Asia,5500,2005,5235877,58449910,8.95788718921894,67968,NA,5235877,NA
NA,Central Asia,5500,2010,5264938,62805088,8.382980054100075,12892,NA,5264938,NA
NA,Central Asia,5500,2015,5392792,68480009,7.874987282784966,3707,NA,5392792,NA
NA,Central Asia,5500,2019,5543398,73212100,7.571696481865702,4235,NA,5543398,NA
KAZ,Kazakhstan,398,1990,3619200,16383887,22.089996104099107,NA,2971639,3619200,0.18137570162684838
KAZ,Kazakhstan,398,1995,3251968,15839363,20.530926654057996,15561,3295163,3251968,0.2080363332793118
KAZ,Kazakhstan,398,2000,2874194,14922719,19.260524841350964,20579,3554491,2874194,0.23819325419181317
KAZ,Kazakhstan,398,2005,3103027,15402807,20.14585393428613,7330,3718750,3103027,0.24143326602741955
KAZ,Kazakhstan,398,2010,3334937,16252279,20.51981140614187,4720,3803375,3334937,0.23402102560508592
KAZ,Kazakhstan,398,2015,3546060,17572016,20.18015462767619,805,3904865,3546060,0.22222066039548335
KAZ,Kazakhstan,398,2019,3705556,18551427,19.974506543351087,807,4005636,3705556,0.21592064049843712
KGZ,Kyrgyzstan,417,1990,623083,4372885,14.24878541283386,NA,522578,623083,0.11950417173101968
KGZ,Kyrgyzstan,417,1995,518338,4566096,11.351885724697862,13407,550026,518338,0.12045870257655555
KGZ,Kyrgyzstan,417,2000,389824,4920712,7.922105581468697,10995,566319,389824,0.11508883267299529
KGZ,Kyrgyzstan,417,2005,309399,5075347,6.096115201581291,3096,652862,309399,0.12863396335265354
KGZ,Kyrgyzstan,417,2010,232065,5422293,4.279831429249581,3012,726917,232065,0.13406081154227556
KGZ,Kyrgyzstan,417,2015,204382,5959121,3.4297340161409715,512,745427,204382,0.12509009298519028
KGZ,Kyrgyzstan,417,2019,200260,6415850,3.121332325412845,430,754981,200260,0.11767435335925872
TJK,Tajikistan,762,1990,428900,5283814,8.11724258272528,3000,537701,428900,0.101763801678106
TJK,Tajikistan,762,1995,348347,5764810,6.042644944065805,620,555428,348347,0.09634801493891386
TJK,Tajikistan,762,2000,299499,6216341,4.817930676582896,15597,541185,299499,0.08705844804845808
TJK,Tajikistan,762,2005,280466,6789321,4.130987472826812,1040,586243,280466,0.08634781003873583
TJK,Tajikistan,762,2010,279808,7527394,3.7171961504871405,4787,584770,279808,0.07768558414771433
TJK,Tajikistan,762,2015,275101,8454028,3.2540819595108976,2257,585423,275101,0.06924781890951863
TJK,Tajikistan,762,2019,274071,9321018,2.940354798156167,2956,579149,274071,0.06213366394099872
TKM,Turkmenistan,795,1990,306500,3683967,8.319835655422537,NA,259987,306500,0.07057256484653636
TKM,Turkmenistan,795,1995,273565,4207841,6.501315044936345,23323,243524,273565,0.057873859777496345
TKM,Turkmenistan,795,2000,219067,4516133,4.8507650239707285,14757,223704,219067,0.049534413623336604
TKM,Turkmenistan,795,2005,213053,4754646,4.480943481386417,11965,229249,213053,0.048215787253141455
TKM,Turkmenistan,795,2010,197979,5087213,3.891698657005319,62,236614,197979,0.04651151819277077
TKM,Turkmenistan,795,2015,196376,5565287,3.5285871150939743,26,241220,196376,0.04334367661541983
TKM,Turkmenistan,795,2019,195127,5942089,3.2838114676505183,22,242863,195127,0.04087165304996273
UZB,Uzbekistan,860,1990,1653000,20398348,8.103597408966646,NA,1428020,1653000,0.07000664955809166
UZB,Uzbekistan,860,1995,1512577,22791026,6.636721839552111,2627,1515753,1512577,0.06650657149002419
UZB,Uzbekistan,860,2000,1406498,24769955,5.6782420476742885,39598,1575969,1406498,0.06362421732296243
UZB,Uzbekistan,860,2005,1329932,26427789,5.032324119130814,44537,1730060,1329932,0.06546366780815452
